HostCorrectedName_MSW05	ParasiteCorrectedName	LocationName	LongitudeDecimal	LatitudeDecimal	Accuracy	Extent_km2	TotalPrevalence	Citation	HostCorrectedName	CoatReflectance	CortisolLevels
Propithecus edwardsi	Physocephalus sp.	Ranomafana	47.33	-21.26	2	2	0	Wright et al. 2009	Propithecus_edwardsi	1.5414579575414	1.66628814976633
Cebus apella	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0.19	Deane et al. 1969	Cebus_apella	1.0394195220517	1.59850713581851
Cebus apella	Plasmodium brasilianum	Rondonia	-63	-11	2	3	0	Deane et al. 1969	Cebus_apella	0.456348993636012	1.12819462284198
Cebus apella	Plasmodium brasilianum	Para	-53	-4	2	3	0	Deane et al. 1969	Cebus_apella	1.54658576614182	0.353170613712854
Cebus apella	Plasmodium brasilianum	Espirito Santo	-40.75	-20	2	3	0	Deane et al. 1969	Cebus_apella	0.377559246448837	0.159689775428878
Cebus apella	Plasmodium brasilianum	Sao Paulo	-49	-22	2	2	0	Deane et al. 1969	Cebus_apella	0.113380758252433	0.0826434209856882
Cebus apella	Plasmodium brasilianum	Parana	-51	-24	2	2	0	Deane et al. 1969	Cebus_apella	0.622116660213888	0.596134077270416
Cebus apella	Plasmodium brasilianum	Santa Catarina	-50	-27	2	2	0	Deane et al. 1969	Cebus_apella	0.785862834058677	1.78346222914666
Cebus apella	Plasmodium brasilianum	Mato Grosso	-55	-21	2	3	0	Deane et al. 1969	Cebus_apella	0.135110108086173	1.08444936102063
Cebus albifrons	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0	Deane et al. 1969	Cebus_albifrons	0.0676894985870219	0.0987148031325739
Cebus olivaceus	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0	Deane et al. 1969	Cebus_olivaceus	1.0086449350233	1.30105022832749
Alouatta guariba	Plasmodium brasilianum	Espirito Santo	-40.75	-20	2	3	0.87	Deane et al. 1969	Alouatta_guariba	1.18558505952093	0.601017293726425
Alouatta guariba	Plasmodium brasilianum	Sao Paulo	-49	-22	2	2	0.34	Deane et al. 1969	Alouatta_guariba	0.98823714563406	0.43011240517198
Alouatta guariba	Plasmodium brasilianum	Santa Catarina	-50	-27	2	2	0.18	Deane et al. 1969	Alouatta_guariba	2.40754383891469	0.451880856043091
Alouatta guariba	Plasmodium brasilianum	Rio Grande do Sul	-54	-30	2	2	0.08	Deane et al. 1969	Alouatta_guariba	0.413429577313416	0.593703413181457
Alouatta belzebul	Plasmodium brasilianum	Para	-53	-4	2	3	0	Deane et al. 1969	Alouatta_belzebul	0.176469961233655	0.466056130385695
Alouatta caraya	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0.13	Deane et al. 1969	Alouatta_caraya	0.9078883617882	0.00134202805035808
Alouatta caraya	Plasmodium brasilianum	Roraima	-61	1	2	3	1	Deane et al. 1969	Alouatta_caraya	0.356107172356773	0.426254626724826
Alouatta caraya	Plasmodium brasilianum	Parana	-51	-24	2	2	0	Deane et al. 1969	Alouatta_caraya	0.0851373253242195	1.79578978476639
Alouatta caraya	Plasmodium brasilianum	Mato Grosso	-55	-21	2	3	0	Deane et al. 1969	Alouatta_caraya	1.31358324923943	1.46525993255451
Lagothrix lagotricha	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0.35	Deane et al. 1969	Lagothrix_lagotricha	1.1791521534327	1.11630550047074
Lagothrix lagotricha	Plasmodium brasilianum	Rondonia	-63	-11	2	3	0.5	Deane et al. 1969	Lagothrix_lagotricha	2.13561907580742	0.304656087958696
Brachyteles arachnoides	Plasmodium brasilianum	Espirito Santo	-40.75	-20	2	3	0.096	Deane et al. 1969	Brachyteles_arachnoides	1.11401308001243	0.906689530844475
Chiropotes satanas	Plasmodium brasilianum	Para	-53	-4	2	3	0	Deane et al. 1969	Chiropotes_satanas	1.49182382806344	0.756784397833743
Chiropotes satanas	Plasmodium brasilianum	Maranhao	-45	-5	2	2	0	Deane et al. 1969	Chiropotes_satanas	0.320884762323917	0.206418287133124
Pithecia pithecia	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0	Deane et al. 1969	Pithecia_pithecia	1.72704463120597	0.922403264512249
Cacajao calvus	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0	Deane et al. 1969	Cacajao_calvus	0.827088670004996	0.198403416279364
Cacajao melanocephalus	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0	Deane et al. 1969	Cacajao_melanocephalus	0.580865238165752	0.717662943601849
Callicebus torquatus	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0.5	Deane et al. 1969	Callicebus_torquatus	0.16143617655175	1.3351640060085
Callicebus personatus	Plasmodium brasilianum	Espirito Santo	-40.75	-20	2	3	0	Deane et al. 1969	Callicebus_personatus	0.378756513715269	1.99744394524949
Callicebus personatus	Plasmodium brasilianum	Sao Paulo	-49	-22	2	2	0	Deane et al. 1969	Callicebus_personatus	0.518656028698777	1.45759761431594
Aotus azarae	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0	Deane et al. 1969	Aotus_azarae	0.240737287579975	0.0121189274771819
Aotus azarae	Plasmodium brasilianum	Para	-53	-4	2	3	0	Deane et al. 1969	Aotus_azarae	1.63275304870026	1.23661220810366
Aotus trivirgatus	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0	Deane et al. 1969	Aotus_trivirgatus	0.351341266693971	0.334703296298129
Saimiri sciureus	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0.02	Deane et al. 1969	Saimiri_sciureus	1.10529072927269	1.43209404509213
Saimiri sciureus	Plasmodium brasilianum	Rondonia	-63	-11	2	3	0	Deane et al. 1969	Saimiri_sciureus	1.95982071150426	1.08356326047165
Saimiri sciureus	Plasmodium brasilianum	Para	-53	-4	2	3	0	Deane et al. 1969	Saimiri_sciureus	1.70748937624479	0.877176971020578
Callithrix jacchus	Plasmodium brasilianum	Ceara	-40	-3	2	2	0	Deane et al. 1969	Callithrix_jacchus	0.454924143699162	0.333073893467767
Callithrix penicillata	Plasmodium brasilianum	Mato Grosso	-55	-21	2	3	0	Deane et al. 1969	Callithrix_penicillata	0.488582334576326	1.74315333293295
Callithrix aurita	Plasmodium brasilianum	Sao Paulo	-49	-22	2	2	0	Deane et al. 1969	Callithrix_aurita	1.5730262026578	0.830301428159356
Callithrix jacchus	Plasmodium brasilianum	Espirito Santo	-40.75	-20	2	3	0	Deane et al. 1969	Callithrix_jacchus	0.476778239718308	0.0795700138882977
Saguinus midas	Plasmodium brasilianum	Para	-53	-4	2	3	0	Deane et al. 1969	Saguinus_midas	0.473896938782652	0.542792413857992
Saguinus bicolor	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0	Deane et al. 1969	Saguinus_bicolor	0.0325863388147103	0.247398507893934
Cebus capucinus	Plasmodium brasilianum	COLUMBIA	-72	4	2	3	NA	Garnham 1966	Cebus_capucinus	0.520493106589001	1.42253964700538
Ateles fusciceps	Plasmodium brasilianum	PANAMA	-80	9	2	3	NA	Coatney et al 1971	Ateles_fusciceps	0.251011137832186	0.369501234417518
Alouatta seniculus	Plasmodium brasilianum	Sinnamary	-52.95	5.38	2	2	0.068	Fandeur et al. 2000	Alouatta_seniculus	0.304368881391995	0.975096251522182
Ateles paniscus	Plasmodium brasilianum	Sinnamary	-52.95	5.38	2	2	0	Fandeur et al. 2000	Ateles_paniscus	0.202553757348422	0.698074771919287
Pithecia pithecia	Plasmodium brasilianum	Sinnamary	-52.95	5.38	2	2	0	Fandeur et al. 2000	Pithecia_pithecia	1.88600157310508	2.01894376683417
Saguinus midas	Plasmodium brasilianum	Sinnamary	-52.95	5.38	2	2	0.022	Fandeur et al. 2000	Saguinus_midas	0.346576223596181	0.932345402221528
Alouatta guariba	Plasmodium brasilianum	Sao Paulo	-49	-22	2	2	NA	Garnham 1966	Alouatta_guariba	0.809357793252895	0.936120553908279
Alouatta palliata	Plasmodium brasilianum	PANAMA	-80	9	2	3	NA	Garnham 1966	Alouatta_palliata	0.00618015781234244	0.477516693196999
Ateles geoffroyi	Plasmodium brasilianum	PANAMA	-80	9	2	3	NA	Garnham 1966	Ateles_geoffroyi	1.32458477756466	2.01919973777255
Ateles paniscus	Plasmodium brasilianum	COLUMBIA	-72	4	2	3	NA	Garnham 1966	Ateles_paniscus	0.698442893573677	1.17927806475522
Cebus albifrons	Plasmodium brasilianum	COLUMBIA	-72	4	2	3	NA	Garnham 1966	Cebus_albifrons	0.25989737806196	0.873540900179542
Cebus apella	Plasmodium brasilianum	COLUMBIA	-72	4	2	3	NA	Garnham 1966	Cebus_apella	0.621195514715466	0.384356589872403
Cebus capucinus	Plasmodium brasilianum	PANAMA	-80	9	2	3	NA	Garnham 1966	Cebus_capucinus	1.62121267414714	0.138311063344347
Lagothrix lagotricha	Plasmodium brasilianum	Amazonas-Columbia	-71.56	-1.45	2	2	0.25	Garnham 1966	Lagothrix_lagotricha	0.248100934073607	0.612754121186139
Saimiri sciureus	Plasmodium brasilianum	COLUMBIA	-72	4	2	3	NA	Garnham 1966	Saimiri_sciureus	0.545428036377678	0.529135335608855
Saimiri sciureus	Plasmodium brasilianum	COLUMBIA	-72	4	2	3	0.1	Garnham 1966	Saimiri_sciureus	1.14898296281855	0.92938381973273
Saimiri sciureus	Plasmodium brasilianum	Villavicencio	-73.63	4.15	2	2	0.11	Garnham 1966	Saimiri_sciureus	0.200367489090633	0.916131164478996
Alouatta palliata	Plasmodium brasilianum	PANAMA	-80	9	2	3	0.25	Stuart et al. 1998	Alouatta_palliata	1.5251559100224	1.85704467819105
Alouatta palliata	Plasmodium brasilianum	PANAMA	-80	9	2	3	0.01	Stuart et al. 1998	Alouatta_palliata	0.711400445798833	1.60649845529052
Alouatta seniculus	Plasmodium brasilianum	COLUMBIA	-72	4	2	3	0	Stuart et al. 1998	Alouatta_seniculus	0.519294753672306	1.15056590498025
Alouatta caraya	Plasmodium brasilianum	Balbina	-59.46	-1.91	1	1	0.32	Lourenco and Deane 1995	Alouatta_caraya	1.27618502596737	0.849891063327628
Aotus nigriceps	Plasmodium brasilianum	Samuel	-62.43	-8.16	1	1	0	Lourenco and Deane 1995	Aotus_nigriceps	0.057780170538302	1.17318457368781
Ateles paniscus	Plasmodium brasilianum	Balbina	-59.46	-1.91	1	1	0.5	Lourenco and Deane 1995	Ateles_paniscus	2.06172863832125	0.757067024510506
Ateles paniscus	Plasmodium brasilianum	Samuel	-62.43	-8.16	1	1	0.28	Lourenco and Deane 1995	Ateles_paniscus	0.127462443722071	0.122518625429708
Cebus apella	Plasmodium brasilianum	Balbina	-59.46	-1.91	1	1	0	Lourenco and Deane 1995	Cebus_apella	0.823135141361209	0.691264226337603
Cebus apella	Plasmodium brasilianum	Samuel	-62.43	-8.16	1	1	0.03	Lourenco and Deane 1995	Cebus_apella	1.12155683853498	1.56532433922132
Pithecia pithecia	Plasmodium brasilianum	Balbina	-59.46	-1.91	1	1	0.12	Lourenco and Deane 1995	Pithecia_pithecia	1.17672875355257	0.189737050027021
Pithecia irrorata	Plasmodium brasilianum	Samuel	-62.43	-8.16	1	1	0.05	Lourenco and Deane 1995	Pithecia_irrorata	2.38075322972875	0.634683088568211
Saguinus fuscicollis	Plasmodium brasilianum	Samuel	-62.43	-8.16	1	1	0	Lourenco and Deane 1995	Saguinus_fuscicollis	0.997996670282726	0.0933150600584339
Saguinus midas	Plasmodium brasilianum	Balbina	-59.46	-1.91	1	1	0	Lourenco and Deane 1995	Saguinus_midas	0.415282731864692	0.333555137949648
Saimiri sciureus	Plasmodium brasilianum	Balbina	-59.46	-1.91	1	1	0.08	Lourenco and Deane 1995	Saimiri_sciureus	0.241856187920808	0.649421417584846
Saimiri sciureus	Plasmodium brasilianum	Samuel	-62.43	-8.16	1	1	0.21	Lourenco and Deane 1995	Saimiri_sciureus	0.988535145139256	1.61336774289008
Ateles paniscus	Plasmodium brasilianum	Amazonas	-65.86	-3.42	2	2	0.25	Deane et al. 1969	Ateles_paniscus	0.904991691799025	1.85312514700792
Alouatta seniculus	Plasmodium brasilianum	Petit Saut	-53.08	4.91	2	2	0.184	de Thoisy et al. 2001	Alouatta_seniculus	1.59742822446492	2.07826156507352
Pithecia pithecia	Plasmodium brasilianum	Petit Saut	-53.08	4.91	2	2	0.167	de Thoisy et al. 2001	Pithecia_pithecia	1.97633697590823	1.86437455503004
Saguinus midas	Plasmodium brasilianum	Petit Saut	-53.08	4.91	2	2	0.095	de Thoisy et al. 2001	Saguinus_midas	0.0748157460381194	1.12087050959717
Aotus azarae	Plasmodium brasilianum	Samuel	-62.43	-8.16	1	1	0	Deane et al. 1989	Aotus_azarae	0.925951231713263	0.390696678758293
Pithecia irrorata	Plasmodium brasilianum	Samuel	-62.43	-8.16	1	1	0	Deane et al. 1989	Pithecia_irrorata	0.179486473130619	0.0958662068624752
Cebus apella	Plasmodium brasilianum	Samuel	-62.43	-8.16	1	1	0.024	Deane et al. 1989	Cebus_apella	1.33740148009156	0.867011813180646
Saimiri ustus	Plasmodium brasilianum	Samuel	-62.43	-8.16	1	1	0.24	Deane et al. 1989	Saimiri_ustus	2.39071302677468	1.09039706174714
Saguinus fuscicollis	Plasmodium brasilianum	Samuel	-62.43	-8.16	1	1	0	Deane et al. 1989	Saguinus_fuscicollis	0.134621631094303	1.36085635518631
Trachypithecus cristatus	Plasmodium coatneyi	Tanah Intan	115.03	-3.33	1	2	0.216	Masbar et al. 1981	Trachypithecus_cristatus	2.55110489006934	0.943395211288712
Macaca fascicularis	Plasmodium coatneyi	Klang	101.45	3.03	2	2	0.37	Garnham 1966	Macaca_fascicularis	0.383023567324058	0.839716570473217
Trachypithecus cristatus	Plasmodium coatneyi	Tanah Intan	115.03	-3.33	1	2	0.14	Palmieri et al. 1980a	Trachypithecus_cristatus	0.885401608307389	1.11988407353261
Trachypithecus cristatus	Plasmodium coatneyi	Tanah Intan	115.03	-3.33	1	2	0.2	Palmieri et al. 1980a	Trachypithecus_cristatus	0.481233906377912	0.876877849474243
Trachypithecus cristatus	Plasmodium coatneyi	Tanah Intan	115.03	-3.33	1	2	0.12	Palmieri et al. 1980a	Trachypithecus_cristatus	0.841695297934893	0.838334087825591
Macaca nemestrina	Plasmodium cynomolgi	Port Dickson	101.8	2.51	2	2	NA	Coatney et al 1971	Macaca_nemestrina	0.557594190826539	0.44356175477988
Macaca fascicularis	Plasmodium cynomolgi	Java	110	-7.5	2	2	0.64	Garnham 1966	Macaca_fascicularis	1.31735606423219	0.976448291768356
Macaca nemestrina	Plasmodium cynomolgi	Java	110	-7.5	2	2	NA	Garnham 1966	Macaca_nemestrina	0.247596759303648	3.26238411977794
Macaca fascicularis	Plasmodium cynomolgi	CAMBODIA	105	13	2	3	NA	Coatney et al 1971	Macaca_fascicularis	0.352892156852734	1.4384197644159
Macaca nemestrina	Plasmodium cynomolgi	Perak	101	5	2	3	NA	Coatney et al 1971	Macaca_nemestrina	0.184089623003377	0.281232243110316
Semnopithecus entellus	Plasmodium cynomolgi	Puttalam	79.81	8.03	2	2	NA	Dissanaike 1963	Semnopithecus_entellus	0.347193247922402	0.114814919915928
Macaca radiata	Plasmodium cynomolgi	Nilgiri Hills	76.5	11.41	2	2	NA	Garnham 1966	Macaca_radiata	0.0041517736863682	0.208472880008563
Trachypithecus cristatus	Plasmodium cynomolgi	Kuala Selangor	101.25	3.35	2	2	NA	Garnham 1966	Trachypithecus_cristatus	0.492528579896256	1.02066141228069
Macaca sinica	Plasmodium cynomolgi	Polonnaruwa	81	7.93	2	2	NA	Perera et al. 1998	Macaca_sinica	1.49507130766791	0.783225564200009
Macaca cyclopis	Plasmodium cynomolgi	TAIWAN	122.33	23.5	2	2	NA	Garnham 1966	Macaca_cyclopis	0.42889745250496	0.765872525150251
Hylobates lar	Plasmodium eylesi	Kedah	100.67	6	2	3	NA	Coatney et al 1971	Hylobates_lar	0.254531126689594	0.649534286047742
Hylobates lar	Plasmodium eylesi	Kampong Titi Tinggu	100.25	6.63	2	2	NA	Garnham 1966	Hylobates_lar	0.926849121301549	1.23063359563611
Saimiri sciureus	Plasmodium falciparum	Iquitos	-73.23	-3.74	2	2	0	Gozalo et al. 1997	Saimiri_sciureus	0.569067305642197	0.976399340266428
Saimiri sciureus	Plasmodium falciparum	Iquitos	-73.23	-3.74	2	2	0.057	Gozalo et al. 1997	Saimiri_sciureus	0.489283515495963	0.138044586261132
Saimiri sciureus	Plasmodium falciparum	Iquitos	-73.23	-3.74	2	2	0.057	Gozalo et al. 1997	Saimiri_sciureus	0.0295560532265813	0.912278350615212
Saimiri sciureus	Plasmodium falciparum	Iquitos	-73.23	-3.74	2	2	0.057	Gozalo et al. 1997	Saimiri_sciureus	0.979469472499783	0.658375085983698
Saimiri sciureus	Plasmodium falciparum	Iquitos	-73.23	-3.74	2	2	0.086	Gozalo et al. 1997	Saimiri_sciureus	1.08731854625115	0.390475102145344
Saimiri sciureus	Plasmodium falciparum	Iquitos	-73.23	-3.74	2	2	0.114	Gozalo et al. 1997	Saimiri_sciureus	0.734552756197335	0.605990293871449
Saguinus midas	Plasmodium falciparum	Sinnamary region	-52.95	5.38	2	2	0	Volney et al. 2002	Saguinus_midas	0.188573071343932	0.665355554904699
Pithecia pithecia	Plasmodium falciparum	Sinnamary region	-52.95	5.38	2	2	0.667	Volney et al. 2002	Pithecia_pithecia	0.558936240450713	0.839544169085644
Pan troglodytes	Plasmodium falciparum	EB field site	9.9	3.9	2	2	0.08	Liu et al. 2010	Pan_troglodytes	2.00807018098138	0.465519706656099
Pan troglodytes	Plasmodium falciparum	YW field site	8.9	5.4	2	2	1	Liu et al. 2010	Pan_troglodytes	2.6159973126063	1.84847353609657
Pan troglodytes	Plasmodium falciparum	LH field site	9.4	5.4	2	2	0	Liu et al. 2010	Pan_troglodytes	0.845662963161143	0.466317773759456
Pan troglodytes	Plasmodium falciparum	VM field site	11.8	6.4	2	2	0.81	Liu et al. 2010	Pan_troglodytes	0.355719921414986	0.231313517180632
Pan troglodytes	Plasmodium falciparum	MF field site	19.1	6.3	2	2	0	Liu et al. 2010	Pan_troglodytes	0.554829097354854	0.64227270619631
Pan troglodytes	Plasmodium falciparum	NT field site	11.4	5.4	2	2	0	Liu et al. 2010	Pan_troglodytes	1.10782474901549	1.33361675133303
Pan troglodytes	Plasmodium falciparum	NT field site	11.4	5.4	2	2	0	Liu et al. 2010	Pan_troglodytes	1.19921703830206	0.353797049994151
Pan troglodytes	Plasmodium falciparum	WE field site	11.8	4.5	2	2	0.59	Liu et al. 2010	Pan_troglodytes	1.8944477893723	2.10354778054855
Pan troglodytes	Plasmodium falciparum	WE field site	11.8	4.5	2	2	0	Liu et al. 2010	Pan_troglodytes	1.40192000515842	2.40270208882823
Pan troglodytes	Plasmodium falciparum	YB field site	10.9	4.6	2	2	0.5	Liu et al. 2010	Pan_troglodytes	1.29671115305507	0.52995345030913
Pan troglodytes	Plasmodium falciparum	YB field site	10.9	4.6	2	2	1	Liu et al. 2010	Pan_troglodytes	1.27246183693152	0.0778233495442239
Pan troglodytes	Plasmodium falciparum	KM field site	12.8	5	2	2	0.37	Liu et al. 2010	Pan_troglodytes	0.777312665696506	1.09092408569568
Pan troglodytes	Plasmodium falciparum	KM field site	12.8	5	2	2	0	Liu et al. 2010	Pan_troglodytes	0.599486823541309	0.357838639010275
Gorilla gorilla	Plasmodium falciparum	AL field site	13.7	3.5	2	2	0	Liu et al. 2010	Gorilla_gorilla	0.200817280392536	0.742022073918175
Pan troglodytes	Plasmodium falciparum	BQ field site	12.1	3.7	2	1	0.39	Liu et al. 2010	Pan_troglodytes	0.388700048320343	2.03431147721173
Gorilla gorilla	Plasmodium falciparum	BQ field site	12.1	3.7	2	1	1	Liu et al. 2010	Gorilla_gorilla	1.9891292245329	1.0363170306666
Pan troglodytes	Plasmodium falciparum	BB field site	14.7	2.9	2	1	0.49	Liu et al. 2010	Pan_troglodytes	1.46466624483438	0.328401089805775
Gorilla gorilla	Plasmodium falciparum	BB field site	14.7	2.9	2	1	0.87	Liu et al. 2010	Gorilla_gorilla	0.702055647881863	0.165808162537065
Pan troglodytes	Plasmodium falciparum	CP field site	9.9	2.6	2	2	0.22	Liu et al. 2010	Pan_troglodytes	0.574380399031535	0.884715364985584
Gorilla gorilla	Plasmodium falciparum	CP field site	9.9	2.6	2	2	0.05	Liu et al. 2010	Gorilla_gorilla	0.926661727794007	0.439193825312312
Pan troglodytes	Plasmodium falciparum	DD field site	13.3	4.8	2	2	0	Liu et al. 2010	Pan_troglodytes	0.597951798676471	0.176445824136735
Gorilla gorilla	Plasmodium falciparum	DD field site	13.3	4.8	2	2	0.34	Liu et al. 2010	Gorilla_gorilla	1.39643377508928	0.316177236991277
Pan troglodytes	Plasmodium falciparum	DG field site	13.2	3.8	2	2	0.35	Liu et al. 2010	Pan_troglodytes	0.165718275288165	1.18318147892716
Gorilla gorilla	Plasmodium falciparum	DG field site	13.2	3.8	2	2	0.08	Liu et al. 2010	Gorilla_gorilla	1.11932383349781	0.620967305828285
Pan troglodytes	Plasmodium falciparum	DP field site	11.4	2.8	2	2	0.5	Liu et al. 2010	Pan_troglodytes	1.1066223492581	0.0345932606140517
Gorilla gorilla	Plasmodium falciparum	DP field site	11.4	2.8	2	2	0.25	Liu et al. 2010	Gorilla_gorilla	1.43532627364213	0.157545277805472
Pan troglodytes	Plasmodium falciparum	EK field site	11.3	2	2	2	0.12	Liu et al. 2010	Pan_troglodytes	0.344179711155146	0.326907998653644
Gorilla gorilla	Plasmodium falciparum	EK field site	11.3	2	2	2	0.5	Liu et al. 2010	Gorilla_gorilla	1.18011193025761	1.36254184360267
Gorilla gorilla	Plasmodium falciparum	GB field site	14.7	3.9	2	2	0.11	Liu et al. 2010	Gorilla_gorilla	0.644922777311185	0.119026748456193
Gorilla gorilla	Plasmodium falciparum	KG field site	13.5	3.6	2	2	0.27	Liu et al. 2010	Gorilla_gorilla	1.46159664296793	0.496158658417354
Gorilla gorilla	Plasmodium falciparum	KK field site	14.1	2.2	2	2	0.29	Liu et al. 2010	Gorilla_gorilla	2.31079826963344	0.578959219643029
Pan troglodytes	Plasmodium falciparum	LB field site	15.5	2	2	2	0.66	Liu et al. 2010	Pan_troglodytes	1.23821469238339	0.121289053877445
Gorilla gorilla	Plasmodium falciparum	LB field site	15.5	2	2	2	0.25	Liu et al. 2010	Gorilla_gorilla	0.568727648864305	0.29094461657181
Gorilla gorilla	Plasmodium falciparum	LM field site	12.5	2.7	2	2	0.67	Liu et al. 2010	Gorilla_gorilla	0.816066121736069	1.39006533741854
Pan troglodytes	Plasmodium falciparum	MB field site	15.3	3.1	2	2	0.59	Liu et al. 2010	Pan_troglodytes	0.36152850234359	1.52713508260369
Gorilla gorilla	Plasmodium falciparum	MB field site	15.3	3.1	2	2	0	Liu et al. 2010	Gorilla_gorilla	1.37473421232048	0.522728749223241
Gorilla gorilla	Plasmodium falciparum	MM field site	10.8	2.3	2	2	0.3	Liu et al. 2010	Gorilla_gorilla	0.572553970659569	0.967232086486441
Pan troglodytes	Plasmodium falciparum	MT field site	12.5	3.7	2	2	0.22	Liu et al. 2010	Pan_troglodytes	0.637478545820257	0.850911923105376
Gorilla gorilla	Plasmodium falciparum	NK field site	14.7	2.1	2	2	0.32	Liu et al. 2010	Gorilla_gorilla	2.06197003442192	0.350778303242308
Gorilla gorilla	Plasmodium falciparum	DS field site	16.2	3.8	2	2	0.57	Liu et al. 2010	Gorilla_gorilla	1.8851070773344	0.117242315388228
Pan troglodytes	Plasmodium falciparum	ME field site	16.1	3.2	2	2	0.81	Liu et al. 2010	Pan_troglodytes	1.10249615863104	0.996624079947746
Gorilla gorilla	Plasmodium falciparum	ME field site	16.1	3.2	2	2	0	Liu et al. 2010	Gorilla_gorilla	1.43278696308514	1.49870129103434
Gorilla gorilla	Plasmodium falciparum	ND field site	15.3	3.7	2	2	0.36	Liu et al. 2010	Gorilla_gorilla	0.315304005549051	1.42029247461159
